OBJECTID,CODIGO_ACCIDENTADO,FORMULARIO,FECHA_OCURRENCIA_ACC,HORA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,MES_OCURRENCIA_ACC,DIA_OCURRENCIA_ACC,FECHA_HORA_ACC,DIRECCION,CLASE_ACC,LOCALIDAD,CODIGO_VEHICULO,CONDICION,MUERTE_POSTERIOR,FECHA_POSTERIOR_MUERTE,GENERO,EDAD,CONDICION_A,x,y
2830352,13857746,AA000901589,1541221200000,02:30:00,2018,NOVIEMBRE,SABADO,1541230200000,CL 143-KR 109C 02,ATROPELLO,SUBA,NA,PEATON,N,NA,FEMENINO,22,PEATON,-74.099972063,4.747577396999986
2830425,13857868,AA001032072,1564722000000,08:30:00,2019,AGOSTO,VIERNES,1564752600000,KR 9-CL 147 61,CHOQUE,USAQUEN,3,CONDUCTOR,N,NA,MASCULINO,25,CONDUCTOR,-74.03236877500001,4.726322736999975
2830696,13857880,AA001032181,1565586000000,12:00:00,2019,AGOSTO,LUNES,1565629200000,AV AVENIDA CARACAS-KR 13D 2,VOLCAMIENTO,TUNJUELITO,2,CONDUCTOR,N,NA,MASCULINO,54,CONDUCTOR,-74.12624127499998,4.565536361999989
2830839,13869203,AA000968251,1553835600000,14:05:00,2019,MARZO,VIERNES,1553886300000,KR 9-CL 36G ES 02,ATROPELLO,SAN CRISTOBAL,NA,PEATON,S,1553922000000,MASCULINO,89,PEATON,-74.08479688699998,4.55358941999998
2830872,13857903,AA000865522,1533272400000,20:00:00,2018,AGOSTO,VIERNES,1533344400000,KR 92-CL 71 S 41,CHOQUE,BOSA,2,CONDUCTOR,N,NA,MASCULINO,19,CONDUCTOR,-74.20065831699998,4.627982648
2830930,13868009,AA000908054,1547182800000,17:15:00,2019,ENERO,VIERNES,1547244900000,CL 50A-KR 7 S 41,CHOQUE,RAFAEL URIBE URIBE,2,CONDUCTOR,S,1553058000000,FEMENINO,76,CONDUCTOR,-74.1209,4.556500000000028
2831060,13882083,AA000902491,1541826000000,21:00:00,2018,NOVIEMBRE,SABADO,1541901600000,KR 7-CL 43 2,CHOQUE,CHAPINERO,1,PASAJERO,S,1542171600000,MASCULINO,18,PASAJERO,-74.06465917499997,4.630301273999976
2831196,13858011,AA001055893,1569906000000,06:55:00,2019,OCTUBRE,MARTES,1569930900000,KR 87B-CL 128F 02,CHOQUE,SUBA,1,CONDUCTOR,N,NA,FEMENINO,22,CONDUCTOR,-74.08626668099998,4.722620034999977
2831198,13857767,AA001055486,1569906000000,17:50:00,2019,OCTUBRE,MARTES,1569970200000,KR 22G-CL 59A S 96,ATROPELLO,CIUDAD BOLIVAR,NA,PEATON,N,NA,FEMENINO,50,PEATON,-74.14519038100002,4.569752955000013
2831221,13857891,AA000820105,1529816400000,04:00:00,2018,JUNIO,DOMINGO,1529830800000,KR 1-CL 97F S 2,CHOQUE,USME,1,CONDUCTOR,N,NA,MASCULINO,33,CONDUCTOR,-74.10753759200003,4.495396110999991
2831223,13857892,AA000819691,1529643600000,21:05:00,2018,JUNIO,VIERNES,1529719500000,CL 106-KR 11 2,CHOQUE,USAQUEN,1,CONDUCTOR,N,NA,MASCULINO,29,CONDUCTOR,-74.04208686999999,4.688569519999987
2831398,13857686,AA000904467,1543986000000,10:30:00,2018,DICIEMBRE,MIERCOLES,1544023800000,AC 26-KR 19B 2,ATROPELLO,TEUSAQUILLO,NA,PEATON,N,NA,MASCULINO,80,PEATON,-74.07572553400001,4.619870552000009
2831460,13887883,AA000903250,1542517200000,13:50:00,2018,NOVIEMBRE,DOMINGO,1542567000000,CL 76A-KR 70 S 24,ATROPELLO,CIUDAD BOLIVAR,NA,PEATON,N,NA,MASCULINO,4,PEATON,-74.169224316,4.572994524000023
2831461,13857684,AA000902811,1542430800000,17:47:00,2018,NOVIEMBRE,SABADO,1542494820000,CL 115-KR 5I S 09,ATROPELLO,USME,NA,PEATON,N,NA,MASCULINO,37,PEATON,-74.11481842500001,4.488735641999995
2831464,13857873,AA000902726,1542430800000,14:30:00,2018,NOVIEMBRE,SABADO,1542483000000,AK 30-CL 3 2,CHOQUE,PUENTE ARANDA,2,CONDUCTOR,N,NA,MASCULINO,55,CONDUCTOR,-74.10210000000001,4.602199999999982
2831579,13869584,AA000865208,1533272400000,10:00:00,2018,AGOSTO,VIERNES,1533308400000,AV AVENIDA PRIMERO DE MAYO-CL 38C S 25,ATROPELLO,KENNEDY,NA,PEATON,S,1533272400000,FEMENINO,NA,PEATON,-74.15014885199997,4.617658774999995
2831613,13885616,AA000868512,1540702800000,03:04:00,2018,OCTUBRE,DOMINGO,1540713840000,CL 17-KR 90 90,ATROPELLO,FONTIBON,NA,PEATON,N,NA,NA,NA,PEATON,-74.14042134900001,4.663840248999975
2831616,13874657,AA000869072,1540702800000,23:50:00,2018,OCTUBRE,DOMINGO,1540788600000,KR 5-CL 91 ES 2,CHOQUE,USME,1,PASAJERO,S,1540702800000,FEMENINO,36,MOTOCICLISTA,-74.10400345699998,4.497053642000026
2831747,13857692,AA000907821,1546923600000,09:50:00,2019,ENERO,MARTES,1546959000000,KR 106-CL 15A 25,ATROPELLO,FONTIBON,NA,PEATON,N,NA,MASCULINO,50,PEATON,-74.15409433999997,4.6727489119999746
2831837,13857922,AA000901351,1541048400000,01:38:00,2018,NOVIEMBRE,JUEVES,1541054280000,CL 26-KR 29 2,CHOQUE,TEUSAQUILLO,3,CONDUCTOR,N,NA,MASCULINO,23,CONDUCTOR,-74.07892926199997,4.624297023999986
2831893,13876164,AA001052805,1567832400000,00:33:00,2019,SEPTIEMBRE,SABADO,1567834380000,KR 89B-CL 57 S 37,CHOQUE,BOSA,2,CONDUCTOR,S,1570510800000,MASCULINO,24,CONDUCTOR,-74.19016078499999,4.630740361999983
2831902,13872744,AA000820502,1530939600000,15:00:00,2018,JULIO,SABADO,1530993600000,CL 26-KR 24 2,CHOQUE,TEUSAQUILLO,2,PASAJERO,S,1531112400000,FEMENINO,20,MOTOCICLISTA,-74.07751689999998,4.622076909999976
2832004,13857657,AA000819537,1529298000000,12:40:00,2018,JUNIO,LUNES,1529343600000,AC 26-KR 34 20,ATROPELLO,TEUSAQUILLO,NA,PEATON,N,NA,MASCULINO,71,PEATON,-74.08379785800003,4.630975676999981
2832089,13877460,AA000869174,1540962000000,15:40:00,2018,OCTUBRE,MIERCOLES,1541018400000,CL 41BIS-KR 4 SE 2,ATROPELLO,SAN CRISTOBAL,NA,PEATON,S,1541134800000,FEMENINO,73,PEATON,-74.09253502199999,4.5493963110000095
2832181,13869438,AA001033723,1565845200000,19:05:00,2019,AGOSTO,JUEVES,1565913900000,KR 78B-CL 38B S 25,ATROPELLO,KENNEDY,NA,PEATON,S,1565931600000,MASCULINO,81,PEATON,-74.15203668599997,4.620723204000001
2832441,13857810,AA001034417,1566622800000,21:55:00,2019,AGOSTO,SABADO,1566701700000,CL 170-KR 72 2,CHOQUE,SUBA,2,PASAJERO,N,NA,FEMENINO,24,MOTOCICLISTA,-74.06578460499998,4.7602767800000265
2832704,13858408,AA001032320,1565586000000,13:00:00,2019,AGOSTO,LUNES,1565632800000,AV AVENIDA CARACAS-AC 32 S 20,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,S,1565586000000,MASCULINO,19,PEATON,-74.11363022199998,4.577111775999981
2832893,13885633,AA000819428,1529730000000,19:20:00,2018,JUNIO,SABADO,1529799600000,AV AVENIDA PRIMERO DE MAYO-CL 35 S 26,VOLCAMIENTO,KENNEDY,1,CONDUCTOR,N,NA,NA,NA,CONDUCTOR,-74.14329762,4.61919279
2833063,13885678,AA000963710,1550293200000,13:45:00,2019,FEBRERO,SABADO,1550342700000,AK 68-CL 1 2,ATROPELLO,KENNEDY,NA,PEATON,S,1550466000000,NA,NA,PEATON,-74.12547743800002,4.621014410999976
2833278,13857675,AA000873170,1538370000000,10:46:00,2018,OCTUBRE,LUNES,1538408760000,KR 98A-CL 140 01,CHOQUE,SUBA,NA,PEATON,N,NA,MASCULINO,32,PEATON,-74.09044835399999,4.740686879000009
2833316,13857689,AA000906786,1545627600000,16:30:00,2018,DICIEMBRE,LUNES,1545687000000,KR 17-CL 56 S 66,ATROPELLO,TUNJUELITO,NA,PEATON,N,NA,MASCULINO,22,PEATON,-74.13094397100002,4.563894670000025
2833317,13858012,AA000907168,1545714000000,23:33:00,2018,DICIEMBRE,MARTES,1545798780000,KR 77M-CL 73B S 2,CHOQUE,BOSA,1,CONDUCTOR,N,NA,MASCULINO,26,CONDUCTOR,-74.199826718,4.602744659999985
2833582,13857800,AA000901720,1541221200000,16:43:00,2018,NOVIEMBRE,SABADO,1541281380000,KR 24F-CL 20 S 56,VOLCAMIENTO,ANTONIO NARINO,1,PASAJERO,N,NA,FEMENINO,19,MOTOCICLISTA,-74.10637981000002,4.586753042999987
2833720,13885656,AA000820008,1531026000000,20:00:00,2018,JULIO,DOMINGO,1531098000000,CL 11-KR 8A S 02,ATROPELLO,SAN CRISTOBAL,NA,PEATON,S,1532322000000,NA,NA,PEATON,-74.08880985600001,4.581388746000016
2833905,13874473,AA001033772,1565931600000,12:03:00,2019,AGOSTO,VIERNES,1565974980000,KR 54-CL 46 S 2,ATROPELLO,TUNJUELITO,NA,PEATON,S,1566450000000,MASCULINO,77,PEATON,-74.14133762199998,4.594444265999982
2834495,13857739,AA000820452,1531285200000,19:10:00,2018,JULIO,MIERCOLES,1531354200000,TR 24I-CL 13 S 48,ATROPELLO,ANTONIO NARINO,NA,PEATON,N,NA,FEMENINO,49,PEATON,-74.103908601,4.593443096999977
2834497,13857661,AA000821613,1531198800000,23:00:00,2018,JULIO,MARTES,1531281600000,AV AVENIDA PRIMERA DE MAYO-KR 12D 81,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,N,NA,MASCULINO,42,PEATON,-74.09975463,4.579323250000016
2834512,13868504,AA000821393,1531198800000,13:45:00,2018,JULIO,MARTES,1531248300000,CL 56F-KR 97A 2,ATROPELLO,BOSA,NA,PEATON,S,1531717200000,MASCULINO,49,PEATON,-74.19229918899998,4.637053048999974
2834573,13876277,AA000818886,1529038800000,01:07:00,2018,JUNIO,VIERNES,1529042820000,KR 80-CL 58C 2,ATROPELLO,BOSA,NA,PEATON,S,1529730000000,MASCULINO,21,PEATON,-74.17859743999998,4.6108553500000085
2834635,13874494,AA001056662,1570856400000,10:46:00,2019,OCTUBRE,SABADO,1570895160000,CL 46-KR 22A S 38,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,S,1570856400000,MASCULINO,80,PEATON,-74.12643736400003,4.575091115000021
2834933,13857671,AA000870359,1535864400000,22:00:00,2018,SEPTIEMBRE,DOMINGO,1535943600000,AV AVENIDA BOYACA-CL 131 02,ATROPELLO,SUBA,NA,PEATON,N,NA,MASCULINO,34,PEATON,-74.07335090599997,4.723280594000016
2834936,13857911,AA000867231,1535950800000,12:18:00,2018,SEPTIEMBRE,LUNES,1535995080000,AV AVENIDA BOYACA-CL 73BBIS S 2,VOLCAMIENTO,USME,1,CONDUCTOR,N,NA,MASCULINO,38,CONDUCTOR,-74.11748509300003,4.517887157000018
2834964,13857743,AA000873734,1538974800000,15:20:00,2018,OCTUBRE,LUNES,1539030000000,AV AVENIDA PRIMERO DE MAYO-CL 39 2,ATROPELLO,KENNEDY,NA,PEATON,N,NA,FEMENINO,66,PEATON,-74.13858106200001,4.595351117999996
2834993,13874039,AA000819190,1529557200000,09:35:00,2018,JUNIO,JUEVES,1529591700000,CL 61A-KR 94B S 2,ATROPELLO,BOSA,NA,PEATON,S,1529557200000,FEMENINO,55,PEATON,-74.19653623900001,4.633635636000008
2835259,13857799,AA000868511,1540789200000,05:00:00,2018,OCTUBRE,LUNES,1540807200000,AC 63-KR 110D 2,CHOQUE,ENGATIVA,2,PASAJERO,N,NA,FEMENINO,38,MOTOCICLISTA,-74.1325,4.701099999999997
2835260,13857858,AA000868511,1540789200000,05:00:00,2018,OCTUBRE,LUNES,1540807200000,AC 63-KR 110D 2,CHOQUE,ENGATIVA,2,CONDUCTOR,N,NA,MASCULINO,40,CONDUCTOR,-74.1325,4.701099999999997
2835425,13857925,AA000902663,1542085200000,04:30:00,2018,NOVIEMBRE,MARTES,1542101400000,AV AVENIDA BOYACA-CL 126 2,CHOQUE,SUBA,2,CONDUCTOR,N,NA,MASCULINO,59,CONDUCTOR,-74.080404348,4.709046917000023
2835558,13870127,AA000969937,1555909200000,20:24:00,2019,ABRIL,LUNES,1555982640000,KR 50-CL 8 S 2,ATROPELLO,PUENTE ARANDA,NA,PEATON,S,1555995600000,FEMENINO,62,PEATON,-74.118459126,4.607621923000011
2835704,13874451,AA000964213,1550466000000,09:20:00,2019,FEBRERO,LUNES,1550499600000,KR 19C-CL 55 S 2,ATROPELLO,TUNJUELITO,NA,PEATON,S,1550811600000,MASCULINO,89,PEATON,-74.13436370099998,4.568615924000028
2836450,13880725,AA000963877,1550811600000,14:51:00,2019,FEBRERO,VIERNES,1550865060000,CL 97-KR 61A 2,CHOQUE,BARRIOS UNIDOS,2,CONDUCTOR,S,1551416400000,MASCULINO,19,CONDUCTOR,-74.06825125300003,4.686296891999973
2836538,13857920,AA000872258,1538974800000,05:45:00,2018,OCTUBRE,LUNES,1538995500000,TR 80A-CL 65F S 11,CHOQUE,BOSA,2,CONDUCTOR,N,NA,MASCULINO,29,CONDUCTOR,-74.18643690599998,4.606683868999994
2836609,13857995,AA000871745,1537333200000,17:55:00,2018,SEPTIEMBRE,MIERCOLES,1537397700000,AC 13-KR 69 64,VOLCAMIENTO,FONTIBON,2,CONDUCTOR,N,NA,FEMENINO,27,CONDUCTOR,-74.123288704,4.641734106000001
2836780,13860327,AA001032718,1565154000000,06:30:00,2019,AGOSTO,MIERCOLES,1565177400000,AV AVENIDA BOYACA-CL 56A S 02,CHOQUE,TUNJUELITO,2,CONDUCTOR,S,1571979600000,MASCULINO,23,CONDUCTOR,-74.14414339199999,4.585782719999997
2836788,13881382,AA001031862,1564981200000,11:30:00,2019,AGOSTO,LUNES,1565022600000,KR 9-CL 29 ES 54,ATROPELLO,SAN CRISTOBAL,NA,PEATON,S,1565067600000,MASCULINO,27,PEATON,-74.084891465,4.560515043999999
2837146,13870274,AA001029370,1562389200000,12:30:00,2019,JULIO,SABADO,1562434200000,CL 162-KR 7F 78,ATROPELLO,USAQUEN,NA,PEATON,S,1562994000000,FEMENINO,94,PEATON,-74.02588461300002,4.737762121000003
2837197,13869163,AA000966306,1552366800000,16:40:00,2019,MARZO,MARTES,1552426800000,DG 38A-KR 31 S 2,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,S,1563685200000,MASCULINO,63,PEATON,-74.12270471699998,4.587289956999996
2837578,13874225,AA000820631,1530162000000,17:05:00,2018,JUNIO,JUEVES,1530223500000,CL 49-KR 3D S 2,CHOQUE,RAFAEL URIBE URIBE,1,CONDUCTOR,S,1530248400000,MASCULINO,21,CONDUCTOR,-74.10994567,4.546497090999992
2837594,13857924,AA000901721,1541221200000,21:05:00,2018,NOVIEMBRE,SABADO,1541297100000,KR 27-CL 7 91,CHOQUE,LOS MARTIRES,2,CONDUCTOR,N,NA,MASCULINO,26,CONDUCTOR,-74.09379999999999,4.606499999999983
2837750,13885630,AA000971296,1556686800000,03:23:00,2019,MAYO,MIERCOLES,1556698980000,KR 88C-CL 70 S 02,CHOQUE,BOSA,1,PASAJERO,N,NA,NA,NA,MOTOCICLISTA,-74.197423743,4.6236819210000135
2837810,13866258,AA000971417,1556773200000,20:15:00,2019,MAYO,JUEVES,1556846100000,AK 30-CL 12 2,CHOQUE,PUENTE ARANDA,2,CONDUCTOR,S,1556859600000,MASCULINO,25,CONDUCTOR,-74.09338924999997,4.612373357000024
2837820,13858748,AA000970154,1555477200000,21:19:00,2019,ABRIL,MIERCOLES,1555553940000,AV AVENIDA BOYACA-CL 167 02,CHOQUE,SUBA,2,CONDUCTOR,S,1558242000000,MASCULINO,30,CONDUCTOR,-74.06491969500001,4.750715716999991
2837943,13873457,AA001025154,1559106000000,17:52:00,2019,MAYO,MIERCOLES,1559170320000,KR 69F-CL 19 02,CHOQUE,FONTIBON,2,PASAJERO,S,1559192400000,FEMENINO,19,MOTOCICLISTA,-74.12199134500003,4.6499866039999915
2838248,13857834,AA000871621,1537246800000,07:25:00,2018,SEPTIEMBRE,MARTES,1537273500000,KR 33-CL 47A S 2,CHOQUE,TUNJUELITO,2,CONDUCTOR,N,NA,MASCULINO,24,CONDUCTOR,-74.13089921099998,4.585961161
2838685,13860784,AA000969664,1556773200000,14:20:00,2019,MAYO,JUEVES,1556824800000,KR 92-CL 8A 2,ATROPELLO,KENNEDY,NA,PEATON,S,1557032400000,MASCULINO,19,PEATON,-74.155350903,4.655456131999983
2838705,13887884,AA000969404,1555131600000,09:05:00,2019,ABRIL,SABADO,1555164300000,KR 16B-CL 60A S 53,ATROPELLO,CIUDAD BOLIVAR,NA,PEATON,N,NA,MASCULINO,4,PEATON,-74.13420000000002,4.558899999999994
2838896,13865931,AA000967459,1553749200000,13:40:00,2019,MARZO,JUEVES,1553798400000,AV AVENIDA DE LAS AMERICAS-KR 71A 02,CHOQUE,KENNEDY,2,CONDUCTOR,S,1553922000000,MASCULINO,53,CONDUCTOR,-74.133279201,4.630324481999992
2839458,13860968,AA001026091,1559192400000,17:27:00,2019,MAYO,JUEVES,1559255220000,KR 100-DG 15B 2,ATROPELLO,FONTIBON,NA,PEATON,S,1559451600000,FEMENINO,72,PEATON,-74.15419856800003,4.668013952000024
2840048,13876953,AA001034266,1566363600000,17:40:00,2019,AGOSTO,MIERCOLES,1566427200000,AK 30-CL 16 2,CHOQUE,PUENTE ARANDA,2,CONDUCTOR,S,1566536400000,MASCULINO,47,CONDUCTOR,-74.09073716500001,4.615669706000006
2840152,13876955,AA001033930,1566450000000,00:03:00,2019,AGOSTO,JUEVES,1566450180000,KR 14-CL 14 S 2,CHOQUE,ANTONIO NARINO,1,CONDUCTOR,S,1566536400000,MASCULINO,40,CONDUCTOR,-74.09663493599999,4.584566229000018
2840161,13857980,AA001034416,1566536400000,07:30:00,2019,AGOSTO,VIERNES,1566563400000,AC 13-KR 120 2,CHOQUE,FONTIBON,2,CONDUCTOR,N,NA,MASCULINO,27,CONDUCTOR,-74.15797513299998,4.685267975999977
2840339,13857807,AA001025881,1559797200000,10:30:00,2019,JUNIO,JUEVES,1559835000000,KR 4-CL 91 02,VOLCAMIENTO,CHAPINERO,2,PASAJERO,N,NA,FEMENINO,23,MOTOCICLISTA,-74.01391873799997,4.669582140999978
2840396,13860145,AA001026378,1559365200000,10:44:00,2019,JUNIO,SABADO,1559403840000,CL 34A-KR 89C S 02,CHOQUE,KENNEDY,2,CONDUCTOR,S,1559538000000,MASCULINO,26,CONDUCTOR,-74.165885059,4.6418212159999825
2840422,13857714,AA001026205,1559451600000,23:38:00,2019,JUNIO,DOMINGO,1559536680000,KR 86-CL 86 06,ATROPELLO,ENGATIVA,NA,PEATON,N,NA,MASCULINO,32,PEATON,-74.097512639,4.707019656
2840423,13858013,AA001026410,1559365200000,00:20:00,2019,JUNIO,SABADO,1559366400000,CL 80-KR 72 2,CHOQUE,ENGATIVA,1,CONDUCTOR,N,NA,MASCULINO,28,CONDUCTOR,-74.08952914899999,4.695739417000027
2840847,13858237,AA001034306,1566450000000,06:15:00,2019,AGOSTO,JUEVES,1566472500000,CL 132C-KR 118 2,ATROPELLO,SUBA,NA,PEATON,S,1566450000000,FEMENINO,29,PEATON,-74.10567840499999,4.739155679000021
2841140,13869425,AA001030658,1563944400000,22:00:00,2019,JULIO,MIERCOLES,1564023600000,AV AVENIDA BOYACA-CL 7A 02,ATROPELLO,KENNEDY,NA,PEATON,S,1568610000000,MASCULINO,45,PEATON,-74.13734858100003,4.632988246000025
2841310,13888460,AA000964855,1551330000000,12:05:00,2019,FEBRERO,JUEVES,1551373500000,CL 56-KR 89 S 21,VOLCAMIENTO,BOSA,2,CONDUCTOR,N,NA,MASCULINO,10,CONDUCTOR,-74.187999978,4.630619373000002
2841381,13857755,AA000972501,1557723600000,05:35:00,2019,MAYO,LUNES,1557743700000,KR 65B-CL 17 2,ATROPELLO,PUENTE ARANDA,NA,PEATON,N,NA,FEMENINO,50,PEATON,-74.11381029199998,4.63811511900002
2841413,13857734,AA001055098,1568610000000,07:00:00,2019,SEPTIEMBRE,LUNES,1568635200000,AV AVENIDA PRIMERO DE MAYO-AV AVENIDA DEL SUR 2,ATROPELLO,ANTONIO NARINO,NA,PEATON,N,NA,MASCULINO,75,PEATON,-74.1132,4.595799999999997
2841443,13876311,AA001054423,1569474000000,06:25:00,2019,SEPTIEMBRE,JUEVES,1569497100000,CL 40C-KR 72 S 02,ATROPELLO,KENNEDY,NA,PEATON,S,1569474000000,MASCULINO,72,PEATON,-74.14336192299999,4.602356432000022
2841698,13857962,AA001027102,1560661200000,05:15:00,2019,JUNIO,DOMINGO,1560680100000,AV AVENIDA CIUDAD DE CALI-DG 73BBIS S 2,CHOQUE,BOSA,2,CONDUCTOR,N,NA,MASCULINO,35,CONDUCTOR,-74.19838547299997,4.616773840000008
2841700,13857711,AA000972974,1558069200000,23:30:00,2019,MAYO,VIERNES,1558153800000,KR 21-CL 64 S 2,ATROPELLO,CIUDAD BOLIVAR,NA,PEATON,N,NA,MASCULINO,45,PEATON,-74.14630723099998,4.565162181000005
2841921,13857658,AA000820107,1529816400000,05:15:00,2018,JUNIO,DOMINGO,1529835300000,DG 16-KR 96G 44,ATROPELLO,FONTIBON,NA,PEATON,N,NA,MASCULINO,75,PEATON,-74.14662258700002,4.666146681999976
2842179,13857698,AA000964794,1550984400000,02:20:00,2019,FEBRERO,DOMINGO,1550992800000,DG 16-KR 104 2,ATROPELLO,FONTIBON,NA,PEATON,N,NA,MASCULINO,60,PEATON,-74.15263698899997,4.672988047999979
2842398,13857773,AA001025193,1557637200000,14:00:00,2019,MAYO,DOMINGO,1557687600000,KR 19-CL 33 50,CAIDA DE OCUPANTE,TEUSAQUILLO,1,PASAJERO,N,NA,MASCULINO,95,PASAJERO,-74.07393192,4.622424659999979
2842578,13857959,AA000973020,1558155600000,03:30:00,2019,MAYO,SABADO,1558168200000,AV AVENIDA CIUDAD DE CALI-CL 130C 2,ATROPELLO,SUBA,1,CONDUCTOR,N,NA,MASCULINO,29,CONDUCTOR,-74.10045565799999,4.732699621999984
2842586,13857756,AA000972973,1558069200000,10:15:00,2019,MAYO,VIERNES,1558106100000,AV AVENIDA CARACAS-CL 56 S 2,ATROPELLO,USME,NA,PEATON,N,NA,FEMENINO,63,PEATON,-74.1209,4.544199999999989
2842680,13880532,AA000969128,1554872400000,05:44:00,2019,ABRIL,MIERCOLES,1554893040000,CL 24-KR 68B 2,ATROPELLO,FONTIBON,NA,PEATON,S,1554872400000,MASCULINO,32,PEATON,-74.10957605099998,4.652183486000013
2842973,13857763,AA001032735,1564635600000,08:30:00,2019,AGOSTO,JUEVES,1564666200000,CL 56F-KR 91D S 49,ATROPELLO,BOSA,NA,PEATON,N,NA,FEMENINO,74,PEATON,-74.18997910000002,4.633126914999991
2843049,13873244,AA000963247,1547096400000,05:12:00,2019,ENERO,JUEVES,1547115120000,AV AVENIDA CENTENARIO-KR 96D 90,CHOQUE,FONTIBON,2,PASAJERO,S,1550034000000,FEMENINO,24,MOTOCICLISTA,-74.14531391499997,4.66565564199999
2843239,13868486,AA000820493,1530766800000,18:20:00,2018,JULIO,JUEVES,1530832800000,AV AVENIDA BOYACA-CL 72 2,ATROPELLO,ENGATIVA,NA,PEATON,S,1531026000000,MASCULINO,74,PEATON,-74.09490835000003,4.687145569999984
2843284,13866530,AA001025185,1558587600000,02:07:00,2019,MAYO,JUEVES,1558595220000,KR 112A-CL 64D 2,ATROPELLO,ENGATIVA,1,CONDUCTOR,S,1558587600000,MASCULINO,25,CONDUCTOR,-74.13413891800002,4.704691204000028
2843425,13858239,AA001034916,1567832400000,10:00:00,2019,SEPTIEMBRE,SABADO,1567868400000,KR 104-CL 152B 02,ATROPELLO,SUBA,NA,PEATON,S,1576645200000,FEMENINO,65,PEATON,-74.09297472100002,4.752605790000018
2843461,13876088,AA000821666,1532322000000,19:28:00,2018,JULIO,LUNES,1532392080000,AC 17-KR 112 95,CHOQUE,FONTIBON,2,CONDUCTOR,S,1533272400000,MASCULINO,61,CONDUCTOR,-74.15300597499999,4.68062811499999
2843740,13858980,AA000963230,1550206800000,16:40:00,2019,FEBRERO,VIERNES,1550266800000,KR 91-CL 132B 2,ATROPELLO,SUBA,NA,PEATON,S,1550293200000,MASCULINO,91,PEATON,-74.08664671100001,4.731703600000003
2843760,13877634,AA000901670,1541221200000,18:04:00,2018,NOVIEMBRE,SABADO,1541286240000,AV AVENIDA CARACAS-CL 57 2,ATROPELLO,TEUSAQUILLO,NA,PEATON,S,1542085200000,MASCULINO,83,PEATON,-74.06580000000002,4.64409999999998
2843845,13857977,AA001032736,1564981200000,13:25:00,2019,AGOSTO,LUNES,1565029500000,AK 30-CL 11 02,CHOQUE,PUENTE ARANDA,2,CONDUCTOR,N,NA,MASCULINO,38,CONDUCTOR,-74.09408216100002,4.611333354999999
2844149,13885999,AA000874133,1538974800000,12:58:00,2018,OCTUBRE,LUNES,1539021480000,KR 30-CL 86A 2,ATROPELLO,BARRIOS UNIDOS,NA,PEATON,N,NA,MASCULINO,17,PEATON,-74.06434853899998,4.675850491999995
2844305,13860689,AA000906088,1545454800000,18:21:00,2018,DICIEMBRE,SABADO,1545520860000,CL 57B-KR 80A S 2,ATROPELLO,KENNEDY,NA,PEATON,S,1546664400000,MASCULINO,86,PEATON,-74.17721739000001,4.613092913999992
2844405,13857837,AA000903314,1542949200000,11:10:00,2018,NOVIEMBRE,VIERNES,1542989400000,AV AVENIDA BOYACA-CL 126 2,CHOQUE,SUBA,1,CONDUCTOR,N,NA,MASCULINO,24,CONDUCTOR,-74.08070696599998,4.708502275000001
2844412,13885619,AA000902078,1543035600000,19:30:00,2018,NOVIEMBRE,SABADO,1543105800000,AK 30-CL 67 2,ATROPELLO,BARRIOS UNIDOS,NA,PEATON,N,NA,NA,NA,PEATON,-74.076452926,4.662675363000005
2844415,13882831,AA000903679,1542949200000,20:55:00,2018,NOVIEMBRE,VIERNES,1543024500000,CL 163-KR 54C 2,VOLCAMIENTO,SUBA,1,CONDUCTOR,S,1543035600000,MASCULINO,21,CONDUCTOR,-74.05530421499998,4.745946989000004
2844564,13857917,AA000873335,1538197200000,13:50:00,2018,SEPTIEMBRE,SABADO,1538247000000,AK 45-CL 118 2,CHOQUE,SUBA,1,CONDUCTOR,N,NA,MASCULINO,22,CONDUCTOR,-74.055230021,4.700827570000001
2844668,13869458,AA001034132,1568523600000,02:34:00,2019,SEPTIEMBRE,DOMINGO,1568532840000,KR 30-CL 9 2,ATROPELLO,PUENTE ARANDA,NA,PEATON,S,1571979600000,MASCULINO,22,PEATON,-74.09565447199998,4.609726048000027
2844688,13857999,AA000910324,1549602000000,22:15:00,2019,FEBRERO,VIERNES,1549682100000,CL 16-KR 116 2,CHOQUE,FONTIBON,1,CONDUCTOR,N,NA,FEMENINO,27,CONDUCTOR,-74.15645862100001,4.682764932999987
2844693,13858000,AA000908795,1549688400000,02:30:00,2019,FEBRERO,SABADO,1549697400000,AV AVENIDA SUBA-KR 111A 2,CHOQUE,SUBA,2,CONDUCTOR,N,NA,FEMENINO,33,CONDUCTOR,-74.100288202,4.748816529999999
2844738,13881677,AA001025883,1564376400000,15:30:00,2019,JULIO,LUNES,1564432200000,KR 10-CL 22 2,ATROPELLO,SANTA FE,NA,PEATON,S,1566018000000,FEMENINO,49,PEATON,-74.072430639,4.609078662999991
