OBJECTID,CODIGO_ACCIDENTADO,FORMULARIO,FECHA_OCURRENCIA_ACC,HORA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,MES_OCURRENCIA_ACC,DIA_OCURRENCIA_ACC,FECHA_HORA_ACC,DIRECCION,CLASE_ACC,LOCALIDAD,CODIGO_VEHICULO,CONDICION,MUERTE_POSTERIOR,FECHA_POSTERIOR_MUERTE,GENERO,EDAD,CONDICION_A,x,y
766450,2521782,A000280321,1451797200000,19:45:00,2016,ENERO,DOMINGO,1451868300000,KR 26-CL 71H S 09,CHOQUE,CIUDAD BOLIVAR,2,PASAJERO,NA,NA,SIN INFORMACION,NA,PASAJERO,-74.158400739,4.550256233000027
772387,2522661,A000280828,1452574800000,09:00:00,2016,ENERO,MARTES,1452607200000,CL 80-KR 112A 02,CHOQUE,ENGATIVA,2,CICLISTA,S,1452661200000,MASCULINO,64,CICLISTA,-74.11962951599997,4.719475437000028
773596,2522175,A000280975,1452229200000,09:45:00,2016,ENERO,VIERNES,1452264300000,CL 2B-KR 38A 32,ATROPELLO,PUENTE ARANDA,NA,PEATON,NA,NA,MASCULINO,1,PEATON,-74.11037687800001,4.608609269999988
774678,2521499,A000279268,1451624400000,19:25:00,2016,ENERO,VIERNES,1451694300000,AK 10-CL 0 S 85,CAIDA DE OCUPANTE,ANTONIO NARINO,1,PASAJERO,NA,NA,MASCULINO,26,PASAJERO,-74.09334275399999,4.577571740999986
774713,2521532,A000280590,1451797200000,05:30:00,2016,ENERO,DOMINGO,1451817000000,CL 22-KR 10A S 51,ATROPELLO,ANTONIO NARINO,NA,PEATON,NA,NA,MASCULINO,32,PEATON,-74.09570000000002,4.5767999999999915
775589,2521510,A000280915,1451710800000,19:40:00,2016,ENERO,SABADO,1451781600000,AC 24-KR 60 02,CHOQUE,TEUSAQUILLO,2,MOTOCICLISTA,N,NA,MASCULINO,32,MOTOCICLISTA,-74.10263395800001,4.6449705429999995
775599,2521520,A000280322,1451797200000,06:42:00,2016,ENERO,DOMINGO,1451821320000,CL 127-KR 14 02,CHOQUE,USAQUEN,1,MOTOCICLISTA,N,NA,MASCULINO,37,MOTOCICLISTA,-74.040927796,4.7038692660000265
775676,2522325,A000280491,1452315600000,20:20:00,2016,ENERO,SABADO,1452388800000,AK 14-CL 11 02,ATROPELLO,LOS MARTIRES,NA,PEATON,NA,NA,MASCULINO,23,PEATON,-74.08109999999999,4.602199999999982
775681,2522330,A000281159,1452402000000,11:20:00,2016,ENERO,DOMINGO,1452442800000,CL 20-KR 16 03,ATROPELLO,LOS MARTIRES,NA,PEATON,NA,NA,FEMENINO,63,PEATON,-74.07705913500001,4.6105839250000145
775687,2522336,A000280490,1452315600000,07:45:00,2016,ENERO,SABADO,1452343500000,AK 30-CL 19 02,CHOQUE,LOS MARTIRES,1,MOTOCICLISTA,N,NA,MASCULINO,35,MOTOCICLISTA,-74.0881,4.6182999999999765
775699,2522347,A000280914,1452315600000,20:50:00,2016,ENERO,SABADO,1452390600000,AK 15-CL 106 98,ATROPELLO,USAQUEN,NA,PEATON,NA,NA,SIN INFORMACION,NA,PEATON,-74.04508164700002,4.691784197000004
775762,2522409,A000281306,1452402000000,15:50:00,2016,ENERO,DOMINGO,1452459000000,DG 50-TR 14D SE 02,ATROPELLO,SAN CRISTOBAL,NA,PEATON,S,1452402000000,FEMENINO,66,PEATON,-74.08538202300002,4.533582208999974
775793,2522439,A000281257,1452402000000,23:00:00,2016,ENERO,DOMINGO,1452484800000,KR 89-CL 45A S 02,ATROPELLO,KENNEDY,NA,PEATON,S,1452574800000,MASCULINO,52,PEATON,-74.17595251699998,4.634319704000006
776682,2522423,A000279747,1452402000000,00:40:00,2016,ENERO,DOMINGO,1452404400000,CL 137-TR 127 02,CHOQUE,SUBA,1,PASAJERO,S,1452834000000,FEMENINO,44,MOTOCICLISTA,-74.10995068699998,4.744500580000022
780897,2530276,A000339706,1456203600000,07:45:00,2016,FEBRERO,MARTES,1456231500000,CL 59C-KR 87N S 46,ATROPELLO,BOSA,NA,PEATON,NA,NA,MASCULINO,55,PEATON,-74.19146662899999,4.625677800999995
781101,2530470,A000341832,1456290000000,05:45:00,2016,FEBRERO,MIERCOLES,1456310700000,AK 30-CL 19 02,CHOQUE,PUENTE ARANDA,1,MOTOCICLISTA,N,NA,MASCULINO,33,MOTOCICLISTA,-74.08839999999998,4.618499999999983
781379,2525382,A000280320,1453957200000,12:33:00,2016,ENERO,JUEVES,1454002380000,AV AVENIDA BOYACA-CL 131 02,ATROPELLO,SUBA,NA,PEATON,NA,NA,MASCULINO,83,PEATON,-74.073336229,4.723313064000024
781681,2531023,A000341257,1456462800000,08:13:00,2016,FEBRERO,VIERNES,1456492380000,AV AVENIDA CIUDAD DE CALI-CL 15A 80,CHOQUE,KENNEDY,1,MOTOCICLISTA,N,NA,MASCULINO,35,MOTOCICLISTA,-74.138522351,4.656559677000018
781685,2531026,A000341831,1456462800000,11:12:00,2016,FEBRERO,VIERNES,1456503120000,AV AVENIDA CIUDAD DE CALI-CL 14 36,CHOQUE,KENNEDY,2,MOTOCICLISTA,N,NA,MASCULINO,46,MOTOCICLISTA,-74.13923208800003,4.656153771999982
781691,2531032,A000339999,1456462800000,05:45:00,2016,FEBRERO,VIERNES,1456483500000,AK 80-CL 46 S 02,ATROPELLO,KENNEDY,NA,PEATON,NA,NA,MASCULINO,21,PEATON,-74.16791099900001,4.619742063999979
781692,2531033,A000341256,1456462800000,12:00:00,2016,FEBRERO,VIERNES,1456506000000,AV AVENIDA CARACAS-CL 43 02,ATROPELLO,CHAPINERO,NA,PEATON,NA,NA,MASCULINO,17,PEATON,-74.06779999999998,4.630899999999997
781758,2531096,A000342147,1456635600000,06:45:00,2016,FEBRERO,DOMINGO,1456659900000,CL 50-KR 5M S 02,CHOQUE,RAFAEL URIBE URIBE,2,CONDUCTOR,N,NA,MASCULINO,31,CONDUCTOR,-74.11826118099998,4.552189103999979
782163,2532370,A000342493,1457154000000,01:17:00,2016,MARZO,SABADO,1457158620000,AV AVENIDA DE LAS AMERICAS-KR 81D 09,VOLCAMIENTO,KENNEDY,1,MOTOCICLISTA,N,NA,MASCULINO,40,MOTOCICLISTA,-74.154951326,4.637544273000003
782258,2532462,A000342666,1456981200000,13:10:00,2016,MARZO,JUEVES,1457028600000,AV AVENIDA CARACAS-CL 76B S 02,ATROPELLO,USME,NA,PEATON,S,1456981200000,MASCULINO,69,PEATON,-74.11510530499999,4.511778321999998
782642,2531097,A000342147,1456635600000,06:45:00,2016,FEBRERO,DOMINGO,1456659900000,CL 50-KR 5M S 02,CHOQUE,RAFAEL URIBE URIBE,2,PASAJERO,S,1456635600000,FEMENINO,22,PASAJERO,-74.11826118099998,4.552189103999979
782861,2532139,A000341653,1456981200000,17:05:00,2016,MARZO,JUEVES,1457042700000,AC 80-KR 82 37,CHOQUE,ENGATIVA,2,MOTOCICLISTA,N,NA,MASCULINO,25,MOTOCICLISTA,-74.09814173900003,4.7009435090000125
782916,2532192,A000341656,1456981200000,16:38:00,2016,MARZO,JUEVES,1457041080000,KR 28-CL 47A S 18,CHOQUE,TUNJUELITO,2,CICLISTA,S,1457413200000,MASCULINO,72,CICLISTA,-74.13030121499997,4.583117259000005
783044,2533198,A000342842,1457413200000,15:00:00,2016,MARZO,MARTES,1457467200000,DG 45C-KR 13B S 42,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,S,1458795600000,MASCULINO,72,PEATON,-74.11890374500001,4.569614684999976
783680,2532915,A000341654,1457326800000,16:05:00,2016,MARZO,LUNES,1457384700000,KR 77M-CL 73BIS S 02,CHOQUE,BOSA,2,CICLISTA,N,NA,FEMENINO,11,CICLISTA,-74.1993,4.6025000000000205
783758,2532154,A000342492,1456894800000,12:02:00,2016,MARZO,MIERCOLES,1456938120000,CL 51-KR 5F S 02,CAIDA DE OCUPANTE,RAFAEL URIBE URIBE,1,PASAJERO,NA,NA,MASCULINO,19,PASAJERO,-74.1026,4.546199999999999
783935,2533208,A000343324,1457413200000,22:00:00,2016,MARZO,MARTES,1457492400000,AK 68-CL 98 02,ATROPELLO,BARRIOS UNIDOS,NA,PEATON,S,1457499600000,FEMENINO,60,PEATON,-74.0738,4.6877999999999815
784201,2533408,A000342843,1457499600000,20:40:00,2016,MARZO,MIERCOLES,1457574000000,KR 8-CL 23 S 02,CHOQUE,SAN CRISTOBAL,2,MOTOCICLISTA,S,1457586000000,MASCULINO,18,MOTOCICLISTA,-74.09449129799998,4.572759483000027
784539,2533729,A000343143,1457499600000,23:00:00,2016,MARZO,MIERCOLES,1457582400000,CL 17-KR 137A 02,ATROPELLO,FONTIBON,NA,PEATON,S,1457586000000,MASCULINO,28,PEATON,-74.17065004,4.695778671000028
784556,2533745,A000343438,1457672400000,21:04:00,2016,MARZO,VIERNES,1457748240000,CL 13-KR 42A 24,ATROPELLO,PUENTE ARANDA,NA,PEATON,NA,NA,MASCULINO,45,PEATON,-74.10114266199997,4.622599894000018
784675,2533855,A000343363,1457672400000,08:45:00,2016,MARZO,VIERNES,1457703900000,KR 78-CL 8C 18,ATROPELLO,KENNEDY,NA,PEATON,S,1457931600000,FEMENINO,60,PEATON,-74.14041166700002,4.640794228999994
784704,2533048,A000342148,1457413200000,01:15:00,2016,MARZO,MARTES,1457417700000,KR 15-CL 79 18,CHOQUE,CHAPINERO,1,CONDUCTOR,N,NA,MASCULINO,35,CONDUCTOR,-74.05761313,4.66556820400001
784745,2533918,A000343421,1457845200000,03:43:00,2016,MARZO,DOMINGO,1457858580000,AC 26-KR 33 30,CHOQUE,TEUSAQUILLO,1,MOTOCICLISTA,NA,NA,MASCULINO,28,MOTOCICLISTA,-74.08314474299999,4.630008803999999
784753,2533925,A000343439,1457845200000,05:50:00,2016,MARZO,DOMINGO,1457866200000,KR 13-CL 81A S 52,ATROPELLO,USME,NA,PEATON,NA,NA,FEMENINO,31,PEATON,-74.11349999999999,4.507799999999975
784754,2533926,A000343439,1457845200000,05:50:00,2016,MARZO,DOMINGO,1457866200000,KR 13-CL 81A S 52,ATROPELLO,USME,NA,PEATON,S,1458277200000,FEMENINO,24,PEATON,-74.11349999999999,4.507799999999975
785077,2535182,A000343765,1458277200000,20:25:00,2016,MARZO,VIERNES,1458350700000,AK 86-CL 76A 02,ATROPELLO,ENGATIVA,NA,PEATON,S,1458363600000,MASCULINO,65,PEATON,-74.10261668700002,4.700884329000019
785147,2534303,A000343744,1457931600000,13:35:00,2016,MARZO,LUNES,1457980500000,CL 170-KR 76 02,CHOQUE,SUBA,2,MOTOCICLISTA,N,NA,MASCULINO,20,MOTOCICLISTA,-74.06784601200002,4.761808679000012
785162,2534317,A000343423,1457931600000,08:15:00,2016,MARZO,LUNES,1457961300000,AK 9-CL 127 02,CHOQUE,USAQUEN,2,MOTOCICLISTA,N,NA,MASCULINO,25,MOTOCICLISTA,-74.03297972500002,4.703458338000019
785484,2534677,A000343440,1458104400000,01:50:00,2016,MARZO,MIERCOLES,1458111000000,KR 87C-CL 68A S 02,CHOQUE,BOSA,2,MOTOCICLISTA,N,NA,MASCULINO,37,MOTOCICLISTA,-74.19365177600002,4.621705652000003
785509,2534701,A000341263,1456894800000,00:38:00,2016,MARZO,MIERCOLES,1456897080000,AV AVENIDA BOYACA-CL 12B 02,CHOQUE,KENNEDY,2,CICLISTA,N,NA,MASCULINO,19,CICLISTA,-74.130144771,4.646090723999976
785518,2534709,A000343847,1458104400000,07:20:00,2016,MARZO,MIERCOLES,1458130800000,AK 116-CL 22DBIS 02,CHOQUE,FONTIBON,2,CICLISTA,N,NA,MASCULINO,47,CICLISTA,-74.150101178,4.687295746000018
785643,2533934,A000343422,1457845200000,02:15:00,2016,MARZO,DOMINGO,1457853300000,AV AVENIDA BOYACA-CL 56A S 29,ATROPELLO,TUNJUELITO,NA,PEATON,NA,NA,FEMENINO,17,PEATON,-74.1447,4.5803000000000225
785666,2534847,A000342652,1458190800000,19:50:00,2016,MARZO,JUEVES,1458262200000,DG 16-KR 90 80,CHOQUE,FONTIBON,1,MOTOCICLISTA,N,NA,MASCULINO,19,MOTOCICLISTA,-74.14265238299998,4.664664457000015
785678,2534858,A000343875,1458190800000,19:35:00,2016,MARZO,JUEVES,1458261300000,KR 19B-CL 53 S 02,CHOQUE,TUNJUELITO,2,MOTOCICLISTA,N,NA,MASCULINO,46,MOTOCICLISTA,-74.13171736100003,4.568933726000012
786308,2535465,A000343874,1458363600000,17:56:00,2016,MARZO,SABADO,1458428160000,KR 95-CL 68 09,CHOQUE,ENGATIVA,2,CICLISTA,N,NA,MASCULINO,61,CICLISTA,-74.11602699999997,4.695011636000004
786318,2535476,A000343741,1458363600000,06:05:00,2016,MARZO,SABADO,1458385500000,KR 10-CL 8 78,ATROPELLO,SANTA FE,NA,PEATON,NA,NA,MASCULINO,38,PEATON,-74.07940000000002,4.598000000000013
786404,2534716,A000342619,1458104400000,17:40:00,2016,MARZO,MIERCOLES,1458168000000,KR 7-CL 61 24,ATROPELLO,CHAPINERO,NA,PEATON,S,1459486800000,FEMENINO,60,PEATON,-74.06062507600001,4.646449057999973
786544,2535684,A000343848,1458622800000,04:57:00,2016,MARZO,MARTES,1458640620000,AC 17-KR 90 90,ATROPELLO,FONTIBON,NA,PEATON,NA,NA,FEMENINO,45,PEATON,-74.14042134900001,4.663840248999975
786654,2534948,A000343784,1458277200000,02:20:00,2016,MARZO,VIERNES,1458285600000,AV AVENIDA PRIMERO DE MAYO-KR 52 02,ATROPELLO,PUENTE ARANDA,NA,PEATON,S,1461646800000,MASCULINO,32,PEATON,-74.12557905400001,4.605946049000011
787027,2536145,A000344039,1458968400000,13:00:00,2016,MARZO,SABADO,1459015200000,AV AVENIDA PRIMERO DE MAYO-KR 12 02,CHOQUE,ANTONIO NARINO,2,CICLISTA,S,1459054800000,MASCULINO,51,CICLISTA,-74.096456375,4.57729870899999
787039,2536156,A000344356,1458709200000,14:55:00,2016,MARZO,MIERCOLES,1458762900000,KR 88C-CL 70C S 02,ATROPELLO,BOSA,NA,PEATON,S,1458709200000,FEMENINO,77,PEATON,-74.19814686500001,4.623158608999972
787806,2523417,A000280311,1452920400000,15:30:00,2016,ENERO,SABADO,1452976200000,AV AVENIDA DE LAS AMERICAS-KR 81F 09,ATROPELLO,KENNEDY,NA,PEATON,S,1453006800000,SIN INFORMACION,75,PEATON,-74.15505657099999,4.637816878000024
787811,2523422,A000281303,1452920400000,18:20:00,2016,ENERO,SABADO,1452986400000,CL 68-KR 57 54,ATROPELLO,BARRIOS UNIDOS,NA,PEATON,S,1453006800000,MASCULINO,76,PEATON,-74.07996397300002,4.668901018999975
787822,2536853,A000344604,1459227600000,05:30:00,2016,MARZO,MARTES,1459247400000,CL 61-KR 18P S 03,ATROPELLO,CIUDAD BOLIVAR,NA,PEATON,NA,NA,MASCULINO,27,PEATON,-74.13882942700002,4.559017754000024
787839,2523450,A000282087,1453006800000,03:45:00,2016,ENERO,DOMINGO,1453020300000,AV AVENIDA DEL SUR-KR 70 02,CHOQUE,CIUDAD BOLIVAR,2,MOTOCICLISTA,S,1461042000000,MASCULINO,27,MOTOCICLISTA,-74.16129469399999,4.595573010999999
787955,2536929,A000340959,1459227600000,18:26:00,2016,MARZO,MARTES,1459293960000,TR 94-CL 85 42,ATROPELLO,ENGATIVA,NA,PEATON,S,1459573200000,MASCULINO,81,PEATON,-74.10266064299998,4.711086883000007
788174,2536410,A000343746,1459141200000,07:00:00,2016,MARZO,LUNES,1459166400000,KR 30-CL 1B 12,CHOQUE,LOS MARTIRES,1,MOTOCICLISTA,N,NA,MASCULINO,23,MOTOCICLISTA,-74.10500000000002,4.5996000000000095
788324,2523004,A000281495,1452747600000,21:20:00,2016,ENERO,JUEVES,1452824400000,AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 77YBIS 02,ATROPELLO,KENNEDY,NA,PEATON,NA,NA,MASCULINO,50,PEATON,-74.16142168599998,4.610564608999994
788513,2523184,A000281575,1452834000000,13:30:00,2016,ENERO,VIERNES,1452882600000,AK 30-CL 77 78,CHOQUE,BARRIOS UNIDOS,1,MOTOCICLISTA,N,NA,FEMENINO,27,MOTOCICLISTA,-74.069873261,4.671706273999973
788555,2523226,A000281558,1452834000000,23:09:00,2016,ENERO,VIERNES,1452917340000,AV AVENIDA DE LAS AMERICAS-KR 80G 02,ATROPELLO,KENNEDY,NA,PEATON,S,1476766800000,MASCULINO,39,PEATON,-74.15370771599999,4.635518798000021
788572,2523243,A000278407,1452834000000,11:00:00,2016,ENERO,VIERNES,1452873600000,TR 14-CL 50 S 62,ATROPELLO,TUNJUELITO,NA,PEATON,S,1453870800000,MASCULINO,70,PEATON,-74.12650000000002,4.567700000000002
788704,2523434,A000281809,1452920400000,22:04:00,2016,ENERO,SABADO,1452999840000,KR 7-CL 119 13,ATROPELLO,USAQUEN,NA,PEATON,S,1453525200000,MASCULINO,38,PEATON,-74.031851797,4.695979012999999
789421,2524071,A000281496,1453266000000,23:30:00,2016,ENERO,MIERCOLES,1453350600000,DG 50-KR 14C SE 59,CHOQUE,SAN CRISTOBAL,2,MOTOCICLISTA,N,NA,MASCULINO,27,MOTOCICLISTA,-74.08541211400001,4.533601196999996
789621,2525169,A000281160,1453870800000,17:40:00,2016,ENERO,MIERCOLES,1453934400000,CL 13-KR 69B 74,CHOQUE,FONTIBON,2,MOTOCICLISTA,N,NA,FEMENINO,31,MOTOCICLISTA,-74.12391649800003,4.644060367000009
789685,2525228,A000281353,1453870800000,23:15:00,2016,ENERO,MIERCOLES,1453954500000,AV AVENIDA CIUDAD DE CALI-CL 24 12,CHOQUE,FONTIBON,1,MOTOCICLISTA,N,NA,MASCULINO,33,MOTOCICLISTA,-74.12526238999999,4.672145985999975
789898,2521814,A000280427,1451970000000,18:20:00,2016,ENERO,MARTES,1452036000000,AK 10-CL 10 75,ATROPELLO,SANTA FE,NA,PEATON,S,1452229200000,MASCULINO,56,PEATON,-74.07830000000001,4.599899999999991
790019,2521932,A000280976,1452056400000,18:59:00,2016,ENERO,MIERCOLES,1452124740000,CL 3-KR 11 02,ATROPELLO,SANTA FE,NA,PEATON,NA,NA,MASCULINO,4,PEATON,-74.083747749,4.592869829999984
790031,2521943,A000281158,1452056400000,13:50:00,2016,ENERO,MIERCOLES,1452106200000,TR 94-CL 81A 29,CHOQUE,ENGATIVA,3,CICLISTA,N,NA,FEMENINO,26,CICLISTA,-74.10505667400002,4.708160726000017
790148,2524776,A000284744,1453698000000,00:20:00,2016,ENERO,LUNES,1453699200000,CL 65C-KR 77C S 02,ATROPELLO,CIUDAD BOLIVAR,NA,PEATON,S,1453698000000,MASCULINO,58,PEATON,-74.18009999999998,4.581999999999994
790334,2524951,A000280083,1453698000000,07:00:00,2016,ENERO,LUNES,1453723200000,DG 40-KR 34 S 45,CAIDA DE OCUPANTE,RAFAEL URIBE URIBE,NA,PEATON,NA,NA,MASCULINO,43,PEATON,-74.12470000000002,4.589800000000025
790387,2525001,A000339073,1453784400000,18:40:00,2016,ENERO,MARTES,1453851600000,CL 188-KR 15 20,ATROPELLO,USAQUEN,NA,PEATON,S,1454130000000,FEMENINO,65,PEATON,-74.035543185,4.76509289400002
790598,2526117,A000339900,1454302800000,13:25:00,2016,FEBRERO,LUNES,1454351100000,KR 91-CL 127 02,VOLCAMIENTO,SUBA,2,MOTOCICLISTA,N,NA,MASCULINO,21,MOTOCICLISTA,-74.09277279100002,4.717194958999983
791050,2525641,A000339212,1454043600000,19:20:00,2016,ENERO,VIERNES,1454113200000,CL 80-KR 85 02,ATROPELLO,ENGATIVA,NA,PEATON,S,1454130000000,MASCULINO,60,PEATON,-74.100224121,4.7022394310000095
791185,2525767,A000281570,1454130000000,21:04:00,2016,ENERO,SABADO,1454205840000,CL 45-KR 19 19,ATROPELLO,TEUSAQUILLO,NA,PEATON,NA,NA,MASCULINO,64,PEATON,-74.07211502899997,4.633289982000008
791200,2525781,A000339375,1454043600000,13:35:00,2016,ENERO,VIERNES,1454092500000,CL 81-KR 17A S 02,ATROPELLO,CIUDAD BOLIVAR,NA,PEATON,S,1454734800000,FEMENINO,53,PEATON,-74.141426255,4.5346984270000235
791229,2524961,A000283668,1453438800000,06:15:00,2016,ENERO,VIERNES,1453461300000,CL 13-KR 47 36,CHOQUE,PUENTE ARANDA,1,CICLISTA,N,NA,MASCULINO,38,CICLISTA,-74.10460311899999,4.625814475000027
791237,2524968,A000339417,1453784400000,21:50:00,2016,ENERO,MARTES,1453863000000,AK 30-CL 53B 02,ATROPELLO,TEUSAQUILLO,NA,PEATON,NA,NA,FEMENINO,69,PEATON,-74.07865941,4.644112161999999
791299,2525026,A000284975,1453784400000,15:15:00,2016,ENERO,MARTES,1453839300000,KR 10-CL 28 S 44,ATROPELLO,SAN CRISTOBAL,NA,PEATON,S,1453957200000,MASCULINO,25,PEATON,-74.09890000000001,4.570699999999988
791462,2526095,A000280999,1454302800000,17:45:00,2016,FEBRERO,LUNES,1454366700000,KR 20-CL 72 S 29,ATROPELLO,CIUDAD BOLIVAR,NA,PEATON,NA,NA,MASCULINO,75,PEATON,-74.15262235,4.544142142999988
792066,2525759,A000339784,1454130000000,17:25:00,2016,ENERO,SABADO,1454192700000,KR 88C-CL 59B S 18,ATROPELLO,BOSA,3,CICLISTA,N,NA,MASCULINO,38,CICLISTA,-74.19124968199998,4.62610341200002
792180,2525866,A000339380,1454216400000,12:40:00,2016,ENERO,DOMINGO,1454262000000,CL 62-KR 43A S 32,ATROPELLO,CIUDAD BOLIVAR,NA,PEATON,S,1460955600000,MASCULINO,70,PEATON,-74.15289210399999,4.572888519000003
792618,2528057,A000340119,1455166800000,17:55:00,2016,FEBRERO,JUEVES,1455231300000,AC 17-KR 90 95,ATROPELLO,FONTIBON,NA,PEATON,NA,NA,MASCULINO,50,PEATON,-74.14047609199997,4.663852953000003
793513,2528901,A000341264,1455512400000,06:10:00,2016,FEBRERO,LUNES,1455534600000,KR 71F-CL 30 S 34,ATROPELLO,KENNEDY,NA,PEATON,NA,NA,FEMENINO,26,PEATON,-74.13820693000002,4.616800080000019
793879,2528360,A000339998,1455426000000,06:33:00,2016,FEBRERO,DOMINGO,1455449580000,TR 60-CL 127D 02,VOLCAMIENTO,SUBA,1,MOTOCICLISTA,N,NA,MASCULINO,19,MOTOCICLISTA,-74.07258313800003,4.713089549000017
793917,2528397,A000340441,1455339600000,05:35:00,2016,FEBRERO,SABADO,1455359700000,AV AVENIDA BOYACA-CL 21 02,ATROPELLO,FONTIBON,NA,PEATON,NA,NA,FEMENINO,53,PEATON,-74.12330734900002,4.652708573999973
793978,2528453,A000340118,1455339600000,20:55:00,2016,FEBRERO,SABADO,1455414900000,AV AVENIDA BOYACA-DG 35 S 02,ATROPELLO,KENNEDY,NA,PEATON,NA,NA,MASCULINO,55,PEATON,-74.13955048499997,4.618679542999985
793980,2528455,A000340986,1455426000000,21:05:00,2016,FEBRERO,DOMINGO,1455501900000,CL 44A-KR 23B S 02,CHOQUE,RAFAEL URIBE URIBE,2,MOTOCICLISTA,S,1455685200000,MASCULINO,25,MOTOCICLISTA,-74.126197918,4.57731088700001
794002,2527634,A000283348,1454994000000,20:10:00,2016,FEBRERO,MARTES,1455066600000,AV AVENIDA CIUDAD DE CALI-CL 41 S 02,CHOQUE,KENNEDY,1,CICLISTA,S,1455080400000,MASCULINO,50,CICLISTA,-74.16681455499997,4.631407121999985
794221,2528680,A000340440,1455512400000,04:45:00,2016,FEBRERO,LUNES,1455529500000,AV AVENIDA CIUDAD DE CALI-CL 26 02,CHOQUE,ENGATIVA,1,MOTOCICLISTA,N,NA,MASCULINO,24,MOTOCICLISTA,-74.11939211700002,4.6790929100000085
794437,2529783,A000340928,1455944400000,23:40:00,2016,FEBRERO,SABADO,1456029600000,KR 30-CL 11 42,ATROPELLO,LOS MARTIRES,NA,PEATON,S,1456030800000,MASCULINO,33,PEATON,-74.09359999999998,4.611499999999978
794922,2529353,A000341493,1455685200000,13:20:00,2016,FEBRERO,MIERCOLES,1455733200000,TR 86B-CL 62 S 02,ATROPELLO,BOSA,NA,PEATON,S,1455858000000,FEMENINO,73,PEATON,-74.18920447400001,4.619654398000023
795209,2529621,A000341587,1455858000000,14:45:00,2016,FEBRERO,VIERNES,1455911100000,KR 7-CL 8 S 02,CHOQUE,SAN CRISTOBAL,2,MOTOCICLISTA,S,1456290000000,MASCULINO,35,MOTOCICLISTA,-74.08526907800001,4.5810806819999925
795408,2545045,A000345509,1462510800000,20:15:00,2016,MAYO,VIERNES,1462583700000,AV AVENIDA DEL SUR-KR 72 02,ATROPELLO,BOSA,NA,PEATON,S,1462510800000,SIN INFORMACION,55,PEATON,-74.1644,4.5960999999999785
795463,2545104,A000399524,1462510800000,05:50:00,2016,MAYO,VIERNES,1462531800000,AK 45-CL 170 02,ATROPELLO,USAQUEN,NA,PEATON,S,1462597200000,SIN INFORMACION,NA,PEATON,-74.04650097899997,4.751609832999975
795470,2544267,A000345958,1462251600000,06:08:00,2016,MAYO,MARTES,1462273680000,KR 45-CL 136 02,VOLCAMIENTO,SUBA,2,MOTOCICLISTA,N,NA,MASCULINO,31,MOTOCICLISTA,-74.051697364,4.721583749999979
795476,2544273,A000346431,1462251600000,15:50:00,2016,MAYO,MARTES,1462308600000,AK 45-CL 104 40,ATROPELLO,USAQUEN,NA,PEATON,NA,NA,SIN INFORMACION,NA,PEATON,-74.056392991,4.691517888000021
795493,2545136,A000399934,1462597200000,23:15:00,2016,MAYO,SABADO,1462680900000,AK 45-CL 183A 58,ATROPELLO,USAQUEN,NA,PEATON,NA,NA,MASCULINO,23,PEATON,-74.04447323,4.761060656999973
795508,2545150,A000399440,1462770000000,07:30:00,2016,MAYO,LUNES,1462797000000,AV AVENIDA BOYACA-KR 81 02,CHOQUE,USME,2,CICLISTA,S,1462942800000,MASCULINO,49,CICLISTA,-74.11393182299997,4.507517630999985
795716,2530107,A000340305,1456117200000,17:45:00,2016,FEBRERO,LUNES,1456181100000,AV AVENIDA DEL SUR-KR 75 02,CHOQUE,CIUDAD BOLIVAR,2,CICLISTA,N,NA,MASCULINO,65,CICLISTA,-74.17540000000002,4.596499999999992
795787,2544515,A000347854,1462338000000,15:55:00,2016,MAYO,MIERCOLES,1462395300000,CL 65-KR 78 S 18,CHOQUE,BOSA,2,CICLISTA,N,NA,MASCULINO,65,CICLISTA,-74.18182788600001,4.600942335000013
795791,2544519,A000338951,1462338000000,11:55:00,2016,MAYO,MIERCOLES,1462380900000,AC 26-KR 70 02,CHOQUE,FONTIBON,1,MOTOCICLISTA,N,NA,MASCULINO,25,MOTOCICLISTA,-74.109623172,4.663118306000001
795792,2544520,A000338951,1462338000000,11:55:00,2016,MAYO,MIERCOLES,1462380900000,AC 26-KR 70 02,CHOQUE,FONTIBON,1,PASAJERO,NA,NA,FEMENINO,23,MOTOCICLISTA,-74.109623172,4.663118306000001
796091,2544799,A000347652,1462424400000,17:50:00,2016,MAYO,JUEVES,1462488600000,KR 10-CL 13 69,ATROPELLO,SANTA FE,NA,PEATON,NA,NA,SIN INFORMACION,NA,PEATON,-74.07664206499999,4.602432385999975
796098,2544805,A000347653,1462424400000,20:45:00,2016,MAYO,JUEVES,1462499100000,AK 10-CL 19 02,ATROPELLO,SANTA FE,NA,PEATON,NA,NA,MASCULINO,62,PEATON,-74.07394125000002,4.606940215000009
796246,2545004,A000347855,1462510800000,09:12:00,2016,MAYO,VIERNES,1462543920000,AC 63-KR 110A 46,CHOQUE,ENGATIVA,2,MOTOCICLISTA,N,NA,MASCULINO,38,MOTOCICLISTA,-74.132,4.7006999999999834
