OBJECTID;CODIGO_ACCIDENTADO;FORMULARIO;FECHA_OCURRENCIA_ACC;HORA_OCURRENCIA_ACC;ANO_OCURRENCIA_ACC;MES_OCURRENCIA_ACC;DIA_OCURRENCIA_ACC;FECHA_HORA_ACC;DIRECCION;CLASE_ACC;LOCALIDAD;CODIGO_VEHICULO;CONDICION;MUERTE_POSTERIOR;FECHA_POSTERIOR_MUERTE;GENERO;EDAD;CONDICION_A
48598;131609;728271200;1,19579E+12;11:14:00;2007;NOVIEMBRE;VIERNES;1,19583E+12;CL 61-18R 31;CHOQUE;CIUDAD BOLIVAR;1;MOTOCICLISTA;NA;NA;MASCULINO;22;MOTOCICLISTA
48738;131372;728249200;1,19709E+12;9:55:00;2007;DICIEMBRE;SABADO;1,19713E+12;AV CIUDAD DE CALI-CL 53 S 0;CHOQUE;BOSA;2;MOTOCICLISTA;NA;NA;MASCULINO;30;MOTOCICLISTA
49242;135775;712748500;1,17869E+12;13:48:00;2007;MAYO;MIERCOLES;1,17874E+12;CL 170-AV CENTENARIO 126A  24;CHOQUE;FONTIBON;1;CONDUCTOR;NA;NA;MASCULINO;27;CONDUCTOR
51001;134390;728549300;1,19899E+12;8:29:00;2007;DICIEMBRE;DOMINGO;1,19902E+12;AV CARACAS-CL 49A S 1;CHOQUE;TUNJUELITO;1;MOTOCICLISTA;NA;NA;MASCULINO;45;MOTOCICLISTA
52845;133150;728425200;1,19657E+12;2:55:00;2007;DICIEMBRE;DOMINGO;1,19658E+12;AV CIUDAD DE CALI-CL 68 0;CHOQUE;ENGATIVA;2;CONDUCTOR;NA;NA;MASCULINO;28;CONDUCTOR
52868;133173;728427200;1,19761E+12;1:23:00;2007;DICIEMBRE;VIERNES;1,19761E+12;AC 53-45 0;CHOQUE;TEUSAQUILLO;1;MOTOCICLISTA;NA;NA;MASCULINO;25;MOTOCICLISTA
55045;138436;726863500;1,18499E+12;0:00:00;2007;JULIO;SABADO;1,18499E+12;AV CIUDAD VILLAVIC-KR 77P S 0;CHOQUE;KENNEDY;1;CONDUCTOR;NA;NA;MASCULINO;27;CONDUCTOR
57456;144748;727543800;1,19061E+12;7:38:00;2007;SEPTIEMBRE;LUNES;1,19064E+12;AV BOYACA-CL 170 0;CHOQUE;SUBA;2;CONDUCTOR;NA;NA;MASCULINO;24;CONDUCTOR
58859;142562;728291200;1,19545E+12;11:50:00;2007;NOVIEMBRE;LUNES;1,19549E+12;AK 7-86 50;CHOQUE;CHAPINERO;2;CONDUCTOR;NA;NA;MASCULINO;25;CONDUCTOR
60116;142685;728530000;1,19709E+12;12:55:00;2007;DICIEMBRE;SABADO;1,19714E+12;CL 43-88C S 0;CHOQUE;KENNEDY;3;CONDUCTOR;NA;NA;MASCULINO;32;CONDUCTOR
60312;144140;728306600;1,19571E+12;1:15:00;2007;NOVIEMBRE;JUEVES;1,19571E+12;CL 36-78P S 16;CHOQUE;KENNEDY;1;MOTOCICLISTA;NA;NA;MASCULINO;30;MOTOCICLISTA
60413;144682;727244300;1,18741E+12;1:10:00;2007;AGOSTO;SABADO;1,18742E+12;AC 13-36 0;CHOQUE;PUENTE ARANDA;2;MOTOCICLISTA;NA;NA;MASCULINO;36;MOTOCICLISTA
60534;140085;713150400;1,17955E+12;8:35:00;2007;MAYO;SABADO;1,17958E+12;AV CIUDAD DE QUITO-CL 79A 0;CHOQUE;BARRIOS UNIDOS;1;CONDUCTOR;NA;NA;MASCULINO;47;CONDUCTOR
60761;141068;728194400;1,19579E+12;7:32:00;2007;NOVIEMBRE;VIERNES;1,19582E+12;KR 26-2 S 0;CHOQUE;LOS MARTIRES;1;CONDUCTOR;NA;NA;MASCULINO;30;CONDUCTOR
62123;142114;727557800;1,19052E+12;17:50:00;2007;SEPTIEMBRE;DOMINGO;1,19059E+12;KR 71B-57H 0;CHOQUE;BOSA;2;MOTOCICLISTA;NA;NA;MASCULINO;49;MOTOCICLISTA
64615;147252;728207000;1,19545E+12;13:00:00;2007;NOVIEMBRE;LUNES;1,1955E+12;AK 10-27 S 0;CHOQUE;SAN CRISTOBAL;2;MOTOCICLISTA;NA;NA;MASCULINO;32;MOTOCICLISTA
64721;149563;727012200;1,18543E+12;5:30:00;2007;JULIO;JUEVES;1,18545E+12;AK 68-2C 14;CHOQUE;PUENTE ARANDA;1;CONDUCTOR;NA;NA;MASCULINO;35;CONDUCTOR
65219;147036;728234500;1,19571E+12;10:30:00;2007;NOVIEMBRE;JUEVES;1,19575E+12;KR 30-6 0;CHOQUE;LOS MARTIRES;1;CONDUCTOR;NA;NA;MASCULINO;41;CONDUCTOR
65308;152417;728718600;1,1989E+12;15:15:00;2007;DICIEMBRE;SABADO;1,19896E+12;KR 91-130B 0;CHOQUE;SUBA;2;CONDUCTOR;NA;NA;MASCULINO;13;CONDUCTOR
68976;146070;727256200;1,18802E+12;1:54:00;2007;AGOSTO;SABADO;1,18802E+12;KR 125-131A 12;CHOQUE;SUBA;1;CONDUCTOR;NA;NA;MASCULINO;46;CONDUCTOR
69097;157294;712818200;1,17748E+12;19:30:00;2007;ABRIL;MIERCOLES;1,17755E+12;KR 88C-58A S 27;ATROPELLO;BOSA;NA;PEATON;NA;NA;FEMENINO;43;PEATON
69152;156714;712650400;1,17445E+12;7:00:00;2007;MARZO;MIERCOLES;1,17448E+12;CL 63-405 ;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;MASCULINO;69;PEATON
69159;156721;712651400;1,17454E+12;8:00:00;2007;MARZO;JUEVES;1,17457E+12;KR 154-133 24;ATROPELLO;SUBA;NA;PEATON;NA;NA;FEMENINO;40;PEATON
69189;155422;712228900;1,17117E+12;22:00:00;2007;FEBRERO;DOMINGO;1,17125E+12;AV BOYACA-CL 37B S ;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;MASCULINO;39;PEATON
69224;155457;712241900;1,17152E+12;12:30:00;2007;FEBRERO;JUEVES;1,17156E+12;AU NORTE-153 ;ATROPELLO;USAQUEN;NA;PEATON;NA;NA;MASCULINO;34;PEATON
69235;155468;712243400;1,17419E+12;19:45:00;2007;MARZO;DOMINGO;1,17427E+12;AV CENTENARIO-KR 96A 35;ATROPELLO;FONTIBON;NA;PEATON;NA;NA;FEMENINO;16;PEATON
69359;157685;712937000;1,17739E+12;17:20:00;2007;ABRIL;MARTES;1,17745E+12;CL 116-47 9;ATROPELLO;SUBA;NA;PEATON;NA;NA;MASCULINO;84;PEATON
69446;156440;712555000;1,1729E+12;9:30:00;2007;MARZO;SABADO;1,17293E+12;KR 24-31C S 96;ATROPELLO;RAFAEL URIBE URIBE;NA;PEATON;NA;NA;MASCULINO;71;PEATON
69454;156448;712556700;1,1729E+12;14:30:00;2007;MARZO;SABADO;1,17295E+12;KR 91-127 ;ATROPELLO;SUBA;NA;CONDUCTOR;NA;NA;MASCULINO;68;CONDUCTOR
69471;156465;712560000;1,17281E+12;0:05:00;2007;MARZO;VIERNES;1,17281E+12;AK 19-120 71;ATROPELLO;USAQUEN;NA;PEATON;NA;NA;MASCULINO;32;PEATON
69477;156471;712561200;1,17342E+12;12:30:00;2007;MARZO;VIERNES;1,17346E+12;KR 18-75 S 19;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;NA;NA;FEMENINO;80;PEATON
69889;154222;711731200;1,16892E+12;8:30:00;2007;ENERO;MARTES;1,16895E+12;AU SUR-52 9;ATROPELLO;TUNJUELITO;NA;PEATON;NA;NA;MASCULINO;18;PEATON
70065;155541;712259700;1,17402E+12;12:05:00;2007;MARZO;VIERNES;1,17406E+12;CL 71-34 S 75;ATROPELLO;USME;NA;PEATON;NA;NA;FEMENINO;5;PEATON
70074;156500;712576200;1,17359E+12;18:35:00;2007;MARZO;DOMINGO;1,17366E+12;TR 5A-48 S ;ATROPELLO;RAFAEL URIBE URIBE;NA;CONDUCTOR;NA;NA;MASCULINO;19;CONDUCTOR
70354;157605;712923400;1,1773E+12;18:00:00;2007;ABRIL;LUNES;1,17737E+12;KR 80-57 S 4;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;MASCULINO;21;PEATON
70394;156250;712495800;1,17342E+12;21:18:00;2007;MARZO;VIERNES;1,17349E+12;AV CIUDAD VILLAVIC-CL 64 S 83;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;NA;NA;MASCULINO;47;PEATON
70399;156255;712496900;1,1735E+12;4:10:00;2007;MARZO;SABADO;1,17352E+12;AC 132-98 ;CHOQUE;SUBA;NA;CONDUCTOR;NA;NA;FEMENINO;36;CONDUCTOR
70662;157342;712840400;1,17653E+12;8:15:00;2007;ABRIL;SABADO;1,17656E+12;AV BOYACA-CL 11B S ;CHOQUE;KENNEDY;1;PASAJERO;NA;NA;MASCULINO;36;PASAJERO
70663;157343;712840500;1,17782E+12;2:00:00;2007;ABRIL;DOMINGO;1,17783E+12;AK 30-AV LAS AMERICA ;CHOQUE;TEUSAQUILLO;NA;PASAJERO;NA;NA;MASCULINO;18;PASAJERO
70664;157344;712840700;1,17825E+12;19:15:00;2007;MAYO;VIERNES;1,17832E+12;KR 80D-83 S 14;ATROPELLO;BOSA;NA;PEATON;NA;NA;MASCULINO;8;PEATON
70831;155547;712272200;1,17108E+12;22:40:00;2007;FEBRERO;SABADO;1,17117E+12;AK 68-13 48;ATROPELLO;PUENTE ARANDA;NA;PEATON;NA;NA;MASCULINO;39;PEATON
70832;155548;712272300;1,17177E+12;14:00:00;2007;FEBRERO;DOMINGO;1,17183E+12;CL 87B-14 SE 16;ATROPELLO;USME;NA;PEATON;NA;NA;FEMENINO;6;PEATON
70833;155549;712272500;1,17212E+12;20:05:00;2007;FEBRERO;JUEVES;1,17219E+12;AV SUBA-KR 127 16;ATROPELLO;SUBA;NA;PEATON;NA;NA;FEMENINO;63;PEATON
70834;155550;712272700;1,1729E+12;3:30:00;2007;MARZO;SABADO;1,17291E+12;AV BOYACA-AV 1 DE MAYO ;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;MASCULINO;45;PEATON
70835;155551;712272800;1,17437E+12;19:40:00;2007;MARZO;MARTES;1,17444E+12;KR 13-63 3;ATROPELLO;CHAPINERO;NA;PEATON;NA;NA;FEMENINO;70;PEATON
70849;155565;712294500;1,17428E+12;22:10:00;2007;MARZO;LUNES;1,17436E+12;AV BOYACA-CL 72 S 4;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;NA;NA;MASCULINO;32;PEATON
70850;155566;712294600;1,1748E+12;17:45:00;2007;MARZO;DOMINGO;1,17486E+12;DG 47-56 S 5;CHOQUE;TUNJUELITO;NA;PEATON;NA;NA;FEMENINO;NA;PEATON
70853;155569;712294700;1,17532E+12;16:26:00;2007;MARZO;SABADO;1,17538E+12;KR 5-36 S 4;ATROPELLO;SAN CRISTOBAL;NA;PEATON;NA;NA;FEMENINO;7;PEATON
70907;154290;711801300;1,1678E+12;10:40:00;2007;ENERO;MIERCOLES;1,16784E+12;AV BOYACA-CL 61 S ;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;NA;NA;MASCULINO;72;PEATON
70914;154297;711802100;1,16927E+12;19:30:00;2007;ENERO;SABADO;1,16934E+12;AV BOYACA-AV LAS AMERICA ;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;MASCULINO;39;PEATON
71091;156567;712630400;1,17385E+12;22:40:00;2007;MARZO;MIERCOLES;1,17393E+12;KR 18-3 0;CHOQUE;LOS MARTIRES;NA;CONDUCTOR;NA;NA;FEMENINO;27;CONDUCTOR
71165;155310;712195400;1,17082E+12;19:10:00;2007;FEBRERO;MIERCOLES;1,17089E+12;KR 113-63 ;CAIDA DE OCUPANTE;ENGATIVA;NA;PASAJERO;NA;NA;FEMENINO;16;PASAJERO
71187;155332;712199800;1,17074E+12;15:30:00;2007;FEBRERO;MARTES;1,17079E+12;AV BOYACA-AV 1 DE MAYO ;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;MASCULINO;64;PEATON
71335;157383;712849100;1,17635E+12;10:30:00;2007;ABRIL;JUEVES;1,17639E+12;CL 17-99 ;CAIDA DE OCUPANTE;FONTIBON;1;PASAJERO;NA;NA;MASCULINO;71;PASAJERO
71437;156343;712529200;1,17316E+12;12:30:00;2007;MARZO;MARTES;1,1732E+12;CL 76-2 S 15;ATROPELLO;USME;1;PEATON;NA;NA;FEMENINO;78;PEATON
71601;154605;711988400;1,16866E+12;15:15:00;2007;ENERO;SABADO;1,16872E+12;CL 3-32 7;ATROPELLO;PUENTE ARANDA;NA;PEATON;NA;NA;MASCULINO;81;PEATON
71604;154608;711989000;1,16961E+12;12:02:00;2007;ENERO;MIERCOLES;1,16966E+12;CL 189-32A 27;ATROPELLO;USAQUEN;NA;PEATON;NA;NA;MASCULINO;81;PEATON
71638;154642;711994200;1,16849E+12;18:00:00;2007;ENERO;JUEVES;1,16856E+12;AK 9-147 46;CAIDA DE OCUPANTE;USAQUEN;1;PASAJERO;NA;NA;FEMENINO;29;PASAJERO
71642;154646;711995200;1,17134E+12;19:20:00;2007;FEBRERO;MARTES;1,17141E+12;AV LAS AMERICA-KR 78B 4;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;FEMENINO;46;PEATON
71644;154648;711995500;1,1748E+12;7:30:00;2007;MARZO;DOMINGO;1,17483E+12;AV CARACAS-CL 24 10;ATROPELLO;SANTA FE;NA;PEATON;NA;NA;MASCULINO;80;PEATON
71648;156364;712533700;1,17264E+12;14:05:00;2007;FEBRERO;MIERCOLES;1,17269E+12;KR 65A-2C 44;ATROPELLO;PUENTE ARANDA;NA;CONDUCTOR;NA;NA;MASCULINO;6;CONDUCTOR
71652;157447;712861700;1,17679E+12;9:30:00;2007;ABRIL;MARTES;1,17682E+12;CL 76-1A S 16;ATROPELLO;USME;NA;PEATON;NA;NA;MASCULINO;70;PEATON
71868;155635;712320700;1,17143E+12;7:55:00;2007;FEBRERO;MIERCOLES;1,17146E+12;AV CENTENARIO-KR 90 89;CHOQUE;FONTIBON;NA;PEATON;NA;NA;MASCULINO;46;PEATON
71874;155641;712321800;1,17195E+12;9:30:00;2007;FEBRERO;MARTES;1,17198E+12;AV CIUDAD DE CALI-CL 68 41;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;MASCULINO;86;PEATON
71926;154361;711812700;1,16832E+12;12:00:00;2007;ENERO;MARTES;1,16836E+12;KR 18C-79 S ;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;NA;NA;MASCULINO;65;PEATON
72097;156623;712751900;1,1754E+12;5:45:00;2007;ABRIL;DOMINGO;1,17542E+12;AV BOYACA-DG 3 S ;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;FEMENINO;75;PEATON
72099;156625;712752100;1,17575E+12;18:58:00;2007;ABRIL;JUEVES;1,17582E+12;AC 80-69 ;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;FEMENINO;45;PEATON
72100;156626;712752100;1,17575E+12;18:58:00;2007;ABRIL;JUEVES;1,17582E+12;AC 80-69 ;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;FEMENINO;85;PEATON
72106;156632;712752300;1,17644E+12;16:00:00;2007;ABRIL;VIERNES;1,1765E+12;AK 7-200 FINCA  LAS  TORRES;CHOQUE;USAQUEN;2;PASAJERO;NA;NA;MASCULINO;12;PASAJERO
72134;156660;712754800;1,1754E+12;7:45:00;2007;ABRIL;DOMINGO;1,17543E+12;AK 8-17 S 45;ATROPELLO;SAN CRISTOBAL;NA;PEATON;NA;NA;MASCULINO;73;PEATON
72166;155363;712204700;1,17065E+12;20:45:00;2007;FEBRERO;LUNES;1,17073E+12;CL 53-73A ;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;MASCULINO;29;PEATON
72171;155368;712205500;1,17048E+12;18:20:00;2007;FEBRERO;SABADO;1,17054E+12;AV BOYACA-CL 49 S 57;ATROPELLO;TUNJUELITO;NA;PEATON;NA;NA;FEMENINO;45;PEATON
72335;154200;711326700;1,16815E+12;0:05:00;2007;ENERO;DOMINGO;1,16815E+12;AK 7-156 80;ATROPELLO;USAQUEN;NA;PEATON;NA;NA;MASCULINO;27;PEATON
72336;154201;711326800;1,16841E+12;18:00:00;2007;ENERO;MIERCOLES;1,16847E+12;CL 78-69B 55;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;FEMENINO;35;PEATON
72415;156373;712535600;1,17255E+12;17:30:00;2007;FEBRERO;MARTES;1,17262E+12;CL 78-55 ;ATROPELLO;BARRIOS UNIDOS;NA;PEATON;NA;NA;MASCULINO;85;PEATON
72423;156381;712537300;1,17281E+12;18:20:00;2007;MARZO;VIERNES;1,17288E+12;KR 90-154A ;CAIDA DE OCUPANTE;SUBA;NA;CONDUCTOR;NA;NA;MASCULINO;12;CONDUCTOR
72432;156390;712538700;1,17298E+12;6:20:00;2007;MARZO;DOMINGO;1,17301E+12;AV CIUDAD DE CALI-CL 81 51;CHOQUE;ENGATIVA;2;PASAJERO;NA;NA;FEMENINO;27;PASAJERO
72650;154707;712005500;1,1691E+12;17:00:00;2007;ENERO;JUEVES;1,16916E+12;AK 13-60 30;ATROPELLO;CHAPINERO;NA;PEATON;NA;NA;FEMENINO;51;PEATON
72699;157547;712894200;1,17765E+12;13:18:00;2007;ABRIL;VIERNES;1,1777E+12;CL 132-110A 31;ATROPELLO;SUBA;NA;PEATON;NA;NA;MASCULINO;76;PEATON
72700;157548;712894300;1,17774E+12;3:30:00;2007;ABRIL;SABADO;1,17775E+12;AV BOYACA-CL 12 S 71G #  53;CHOQUE;KENNEDY;NA;PASAJERO;NA;NA;FEMENINO;34;PASAJERO
72807;156196;712478800;1,17359E+12;6:45:00;2007;MARZO;DOMINGO;1,17361E+12;AC 80-76 35;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;MASCULINO;45;PEATON
72817;156206;712480700;1,1735E+12;15:00:00;2007;MARZO;SABADO;1,17356E+12;CL 17-96B ;CAIDA DE OCUPANTE;FONTIBON;NA;PASAJERO;NA;NA;FEMENINO;66;PASAJERO
72894;155713;712347100;1,17169E+12;21:00:00;2007;FEBRERO;SABADO;1,17176E+12;KR 10-14 ;ATROPELLO;SANTA FE;1;PASAJERO;NA;NA;FEMENINO;21;MOTOCICLISTA
73075;159627;726720600;1,18249E+12;23:00:00;2007;JUNIO;VIERNES;1,18257E+12;AV SUBA-CL 128 44;ATROPELLO;SUBA;NA;PEATON;NA;NA;MASCULINO;19;PEATON
73084;159636;726721300;1,18327E+12;2:45:00;2007;JULIO;DOMINGO;1,18328E+12;AK 7-59 47;CHOQUE;CHAPINERO;NA;PEATON;NA;NA;FEMENINO;28;PEATON
73130;159367;726636200;1,18292E+12;16:08:00;2007;JUNIO;MIERCOLES;1,18298E+12;CL 90-19 0;ATROPELLO;CHAPINERO;NA;PEATON;NA;NA;FEMENINO;58;PEATON
73161;159398;726642000;1,18188E+12;21:00:00;2007;JUNIO;VIERNES;1,18196E+12;AC 100-AV SUBA 0;ATROPELLO;SUBA;NA;PEATON;NA;NA;FEMENINO;46;PEATON
73245;160365;726966500;1,1862E+12;2:15:00;2007;AGOSTO;SABADO;1,18621E+12;AV BOYACA-CL 44C S 12;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;MASCULINO;23;PEATON
73263;160383;726968900;1,18525E+12;8:10:00;2007;JULIO;MARTES;1,18528E+12;AU NORTE-205 0;CHOQUE;USAQUEN;NA;PASAJERO;NA;NA;FEMENINO;27;PASAJERO
73381;155756;712353500;1,1716E+12;7:15:00;2007;FEBRERO;VIERNES;1,17163E+12;CL 51-32 S ;CHOQUE;TUNJUELITO;1;PASAJERO;NA;NA;FEMENINO;39;PASAJERO
73407;155782;712357500;1,17186E+12;10:10:00;2007;FEBRERO;LUNES;1,1719E+12;AV CARACAS-CL 15 S 20;ATROPELLO;ANTONIO NARINO;NA;PEATON;NA;NA;MASCULINO;85;PEATON
73464;156028;712590300;1,17368E+12;6:15:00;2007;MARZO;LUNES;1,1737E+12;AV LAS AMERICA-KR 51 39;ATROPELLO;PUENTE ARANDA;NA;PEATON;NA;NA;MASCULINO;9;PEATON
73553;161116;727232900;1,18689E+12;17:50:00;2007;AGOSTO;DOMINGO;1,18696E+12;DG 182-45 0;ATROPELLO;USAQUEN;NA;PEATON;NA;NA;MASCULINO;69;PEATON
73560;161123;727233900;1,1888E+12;9:00:00;2007;SEPTIEMBRE;LUNES;1,18883E+12;TR 30-52A S 20;ATROPELLO;TUNJUELITO;NA;PEATON;NA;NA;MASCULINO;85;PEATON
73663;156799;712677100;1,17549E+12;22:15:00;2007;ABRIL;LUNES;1,17557E+12;AV LAS AMERICA-KR 72 45;CHOQUE;KENNEDY;1;PASAJERO;NA;NA;FEMENINO;26;MOTOCICLISTA
73664;156800;712677300;1,17653E+12;4:20:00;2007;ABRIL;SABADO;1,17654E+12;AV CIUDAD DE QUITO-CL 86A 27;CHOQUE;BARRIOS UNIDOS;1;PASAJERO;NA;NA;MASCULINO;26;PASAJERO
73665;156801;712677400;1,17713E+12;4:30:00;2007;ABRIL;SABADO;1,17715E+12;CL 167-51A 99;ATROPELLO;SUBA;NA;PEATON;NA;NA;FEMENINO;56;PEATON
73676;157002;712742400;1,17532E+12;12:00:00;2007;MARZO;SABADO;1,17536E+12;CL 129-102 22;ATROPELLO;SUBA;NA;PEATON;NA;NA;FEMENINO;82;PEATON
73686;157012;712748600;1,17921E+12;19:41:00;2007;MAYO;MARTES;1,17928E+12;AV BOYACA-CL 13 0;ATROPELLO;FONTIBON;NA;PEATON;NA;NA;FEMENINO;78;PEATON
73712;157038;712762100;1,1754E+12;14:40:00;2007;ABRIL;DOMINGO;1,17546E+12;KR 87-67 S 15;ATROPELLO;BOSA;NA;PEATON;NA;NA;MASCULINO;65;PEATON
73736;161552;727385300;1,18871E+12;7:45:00;2007;SEPTIEMBRE;DOMINGO;1,18874E+12;CL 73-97 S 5;CAIDA DE OCUPANTE;BOSA;1;PASAJERO;NA;NA;MASCULINO;62;PASAJERO
73777;158432;726307400;1,17946E+12;15:45:00;2007;MAYO;VIERNES;1,17952E+12;TR 49-8 S 70;ATROPELLO;PUENTE ARANDA;NA;PEATON;NA;NA;FEMENINO;55;PEATON
73795;161168;727240500;1,18741E+12;20:45:00;2007;AGOSTO;SABADO;1,18749E+12;KR 27-6 0;CHOQUE;LOS MARTIRES;NA;PEATON;NA;NA;MASCULINO;62;PEATON
73854;158193;713115800;1,17946E+12;23:30:00;2007;MAYO;VIERNES;1,17955E+12;AU NORTE-166 0;ATROPELLO;USAQUEN;NA;PEATON;NA;NA;MASCULINO;31;PEATON
73856;158195;713115900;1,17946E+12;23:15:00;2007;MAYO;VIERNES;1,17955E+12;AU NORTE-189 0;CHOQUE;USAQUEN;1;PASAJERO;NA;NA;FEMENINO;21;PASAJERO
73857;158196;713116000;1,17955E+12;11:50:00;2007;MAYO;SABADO;1,17959E+12;KR 77-65D S 35;ATROPELLO;BOSA;NA;PEATON;NA;NA;MASCULINO;74;PEATON
74036;159451;726646400;1,18214E+12;0:50:00;2007;JUNIO;LUNES;1,18215E+12;AU NORTE-242 10;CHOQUE;USAQUEN;1;PASAJERO;NA;NA;FEMENINO;73;PASAJERO
74156;154821;712143700;1,17005E+12;9:30:00;2007;ENERO;LUNES;1,17008E+12;AV BOYACA-CL 65 S ;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;NA;NA;MASCULINO;NA;PEATON
74167;154832;712145400;1,17031E+12;10:10:00;2007;FEBRERO;JUEVES;1,17034E+12;DG 70-18 19;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;NA;NA;MASCULINO;71;PEATON
74205;155060;712103500;1,17065E+12;15:30:00;2007;FEBRERO;LUNES;1,17071E+12;TR 75-60 S ;CAIDA DE OCUPANTE;CIUDAD BOLIVAR;1;PASAJERO;NA;NA;FEMENINO;60;PASAJERO
74206;155061;712103700;1,16996E+12;10:10:00;2007;ENERO;DOMINGO;1,17E+12;DG 62-19A S 53;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;NA;NA;MASCULINO;18;PEATON
74275;160448;727010400;1,18508E+12;23:15:00;2007;JULIO;DOMINGO;1,18516E+12;AC 80-96 0;ATROPELLO;ENGATIVA;NA;PEATON;NA;NA;MASCULINO;49;PEATON
74294;160467;727013500;1,18534E+12;8:30:00;2007;JULIO;MIERCOLES;1,18537E+12;CL 46-23 S 0;ATROPELLO;RAFAEL URIBE URIBE;NA;SIN INFORMACION;NA;NA;MASCULINO;NA;SIN INFORMACION
74386;155814;712371000;1,17195E+12;6:50:00;2007;FEBRERO;MARTES;1,17197E+12;KR 124-132 11;ATROPELLO;SUBA;NA;CONDUCTOR;NA;NA;MASCULINO;9;CONDUCTOR
74550;161228;727244900;1,18741E+12;6:15:00;2007;AGOSTO;SABADO;1,18744E+12;KR 18V-64A S 13;CHOQUE;CIUDAD BOLIVAR;NA;PEATON;NA;NA;FEMENINO;77;PEATON
74584;161390;727316000;1,18862E+12;7:00:00;2007;SEPTIEMBRE;SABADO;1,18865E+12;AV 1 DE MAYO-CL 72B 21;ATROPELLO;KENNEDY;NA;PEATON;NA;NA;MASCULINO;33;PEATON
74597;161403;727317000;1,18828E+12;17:40:00;2007;AGOSTO;MARTES;1,18834E+12;CL 13-19 86;ATROPELLO;LOS MARTIRES;NA;PEATON;NA;NA;MASCULINO;75;PEATON
74600;161406;727317800;1,18785E+12;18:45:00;2007;AGOSTO;JUEVES;1,18791E+12;AK 1-71F S 0;ATROPELLO;USME;NA;PEATON;NA;NA;MASCULINO;12;PEATON
74867;158258;713140700;1,17964E+12;23:40:00;2007;MAYO;DOMINGO;1,17972E+12;CL 22-26 S 61;ATROPELLO;RAFAEL URIBE URIBE;NA;PASAJERO;NA;NA;MASCULINO;NA;PASAJERO
75015;159483;726651500;1,18206E+12;16:00:00;2007;JUNIO;DOMINGO;1,18211E+12;AV BOYACA-CL 31 S 5;CHOQUE;TUNJUELITO;2;PASAJERO;NA;NA;MASCULINO;52;PASAJERO
75037;159505;726655500;1,18214E+12;11:15:00;2007;JUNIO;LUNES;1,18218E+12;AC 145-90 0;ATROPELLO;SUBA;NA;CONDUCTOR;NA;NA;MASCULINO;8;CONDUCTOR
75041;159509;726656300;1,18223E+12;8:00:00;2007;JUNIO;MARTES;1,18226E+12;AK 68-16 28;CHOQUE;PUENTE ARANDA;NA;PEATON;NA;NA;FEMENINO;36;PEATON
75044;159512;726657000;1,18232E+12;0:10:00;2007;JUNIO;MIERCOLES;1,18232E+12;AV CIUDAD DE CALI-AV SUBA 0;CHOQUE;SUBA;2;PASAJERO;NA;NA;MASCULINO;32;PASAJERO
75050;159518;726658500;1,18327E+12;12:05:00;2007;JULIO;DOMINGO;1,18331E+12;AK 96-72 0;CAIDA DE OCUPANTE;ENGATIVA;1;PASAJERO;NA;NA;FEMENINO;57;PASAJERO
75064;158267;713145800;1,17886E+12;2:40:00;2007;MAYO;VIERNES;1,17887E+12;AU NORTE-188 0;VOLCAMIENTO;USAQUEN;NA;PASAJERO;NA;NA;MASCULINO;24;PASAJERO
75100;159253;726565000;1,18137E+12;20:30:00;2007;JUNIO;SABADO;1,18144E+12;CL 6-16 12;ATROPELLO;LOS MARTIRES;NA;CONDUCTOR;NA;NA;MASCULINO;29;CONDUCTOR
75148;154866;712054700;1,16936E+12;0:15:00;2007;ENERO;DOMINGO;1,16936E+12;AV CIUDAD DE QUITO-CL 13 ;ATROPELLO;LOS MARTIRES;NA;PEATON;NA;NA;MASCULINO;24;PEATON
75222;155130;712139900;1,17048E+12;14:45:00;2007;FEBRERO;SABADO;1,17053E+12;AC 13-69 ;ATROPELLO;FONTIBON;NA;PEATON;NA;NA;FEMENINO;27;PEATON
